forest106.jpg,0.37037037,0,0,train
forest113.jpg,0.333333333,0,1,train
forest118.jpg,0.138888889,0,2,train
forest13.jpg,0.111111111,0,3,train
forest130.jpg,0.37037037,0,4,train
forest132.jpg,0.259259259,0,5,train
forest135.jpg,0.314814815,0,6,train
forest140.jpg,0.333333333,0,7,train
forest151.jpg,0.111111111,0,8,train
forest158.jpg,0.333333333,0,9,train
forest163.jpg,0.333333333,0,10,train
forest165.jpg,0.222222222,0,11,train
forest178.jpg,0.314814815,0,12,train
forest187.jpg,0.277777778,0,13,train
forest19.jpg,0.296296296,0,14,train
forest197.jpg,0.296296296,0,15,train
forest2.jpg,0.222222222,0,16,train
forest226.jpg,0.166666667,0,17,train
forest229.jpg,0.222222222,0,18,train
forest235.jpg,0.37037037,0,19,train
forest255.jpg,0.111111111,0,20,train
forest262.jpg,0.277777778,0,21,train
forest28.jpg,0.277777778,0,22,train
forest289.jpg,0.333333333,0,23,train
forest294.jpg,0.277777778,0,24,train
forest300.jpg,0.166666667,0,25,train
forest308.jpg,0.25,0,26,train
forest317.jpg,0.314814815,0,27,train
forest321.jpg,0.166666667,0,28,train
forest328.jpg,0.296296296,0,29,train
forest332.jpg,0.277777778,0,30,train
forest335.jpg,0.37037037,0,31,train
forest339.jpg,0.222222222,0,32,train
